key_0,business_code,cust_number,name_customer,business_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Day_due,Delay_predict,Payment_date_predict,Aging_bucket
38143,U001,0200786288,FAMILY in,2020.0,1930768288.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,13558.3,2020-04-10,NAC6,1930768288.0,1,25,-2,2020-04-23,Bucket1
31037,U013,0140101591,TOUC us,2020.0,1991841535.0,2020-04-10,2020-04-06,2020-04-10,2020-05-10,USD,RV,1.0,33599.05,2020-04-10,NAVE,1991841535.0,1,10,10,2020-05-20,Bucket3
23995,U001,0200762301,C&S WH co,2020.0,1930769508.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,114888.18,2020-04-10,NAC6,1930769508.0,1,25,-6,2020-04-19,Bucket1
44977,U001,0200707822,PUBLI systems,2020.0,1930777627.0,2020-04-10,2020-04-11,2020-04-10,2020-04-25,USD,RV,1.0,125290.56,2020-04-10,NAA8,1930777627.0,1,25,-5,2020-04-20,Bucket1
4846,U001,0200769623,WAL-MAR systems,2020.0,1930765684.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,1356.55,2020-04-10,NAH4,1930765684.0,1,25,-4,2020-04-21,Bucket1
42236,U001,0200803720,DEC corporation,2020.0,1930773028.0,2020-04-10,2020-04-10,2020-04-10,2020-04-24,USD,RV,1.0,6108.6,2020-04-01,NAM4,1930773028.0,1,24,-2,2020-04-22,Bucket1
42250,U001,0200769623,WAL-MAR us,2020.0,1930766190.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,65298.81,2020-04-10,NAH4,1930766190.0,1,25,-5,2020-04-20,Bucket1
9260,U001,0200743996,STATER  us,2020.0,1930768721.0,2020-04-10,2020-04-09,2020-04-10,2020-06-14,USD,RV,1.0,878.97,2020-04-10,NAGD,1930768721.0,1,14,2,2020-06-16,Bucket2
14746,U001,0200721222,GO co,2020.0,1930772555.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,70880.61,2020-04-10,NAA8,1930772555.0,1,25,-5,2020-04-20,Bucket1
47483,U001,0200759878,SA ,2020.0,1930772512.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,42621.76,2020-04-10,NAH4,1930772512.0,1,25,-6,2020-04-19,Bucket1
49665,U001,0200772670,ASSOCIAT corporation,2020.0,1930773995.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,36433.91,2020-04-10,NAU5,1930773995.0,1,25,-6,2020-04-19,Bucket1
23201,U001,0200418007,AM corp,2020.0,1930756805.0,2020-04-10,2020-04-06,2020-04-10,2020-04-25,USD,RV,1.0,21860.5,2020-04-10,NAA8,1930756805.0,1,25,-3,2020-04-22,Bucket1
36865,U001,0200418007,AM co,2020.0,1930757759.0,2020-04-10,2020-04-07,2020-04-10,2020-04-25,USD,RV,1.0,124.8,2020-04-10,NAA8,1930757759.0,1,25,-6,2020-04-19,Bucket1
8320,U001,0200772670,ASSOCIAT corporation,2020.0,1930776803.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,761.42,2020-04-10,NAU5,1930776803.0,1,25,-3,2020-04-22,Bucket1
19803,U001,0200762301,C&S WH corp,2020.0,1930772496.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,50349.03,2020-04-10,NAC6,1930772496.0,1,25,-6,2020-04-19,Bucket1
34933,U001,0200762301,C&S WH us,2020.0,1930760371.0,2020-04-10,2020-04-07,2020-04-10,2020-04-25,USD,RV,1.0,136142.36,2020-04-10,NAC6,1930760371.0,1,25,-5,2020-04-20,Bucket1
11622,U001,0200707822,PUBLI associates,2020.0,1930763566.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,145756.44,2020-04-10,NAA8,1930763566.0,1,25,-5,2020-04-20,Bucket1
10794,U001,0200726979,BJ'S  llc,2020.0,1930764274.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,17033.43,2020-04-10,NAA8,1930764274.0,1,25,-2,2020-04-23,Bucket1
8822,U001,0200799342,MITCH llc,2020.0,1930772637.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,1222.32,2020-04-10,NAA8,1930772637.0,1,25,-4,2020-04-21,Bucket1
16556,U001,0200820380,SMITH'S corporation,2020.0,1930772489.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,66111.63,2020-04-10,NAA8,1930772489.0,1,25,-5,2020-04-20,Bucket1
8021,U001,0200803720,DEC foundation,2020.0,1930773254.0,2020-04-10,2020-04-10,2020-04-10,2020-04-24,USD,RV,1.0,210.12,2020-04-01,NAM4,1930773254.0,1,24,-4,2020-04-20,Bucket1
37072,U001,0200762301,C&S WH corp,2020.0,1930773622.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,2707.59,2020-04-10,NAC6,1930773622.0,1,25,-3,2020-04-22,Bucket1
14282,U001,0200936373,SUPE associates,2020.0,1930773417.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,31600.8,2020-04-10,NAA8,1930773417.0,1,25,-5,2020-04-20,Bucket1
22110,U001,0200416837,DEC trust,2020.0,1930772747.0,2020-04-10,2020-04-10,2020-04-10,2020-04-11,USD,RV,1.0,6273.93,2020-04-01,NAM2,1930772747.0,1,11,2,2020-04-13,Bucket2
48290,U001,0200707822,PUBLI ,2020.0,1930773585.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,54305.88,2020-04-10,NAA8,1930773585.0,1,25,-5,2020-04-20,Bucket1
19612,U001,0200707822,PUBLI co,2020.0,1930776568.0,2020-04-10,2020-04-11,2020-04-10,2020-04-25,USD,RV,1.0,92019.03,2020-04-10,NAA8,1930776568.0,1,25,-5,2020-04-20,Bucket1
19610,U001,0100049859,YAEGER associates,2020.0,1930774522.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,50.0,2020-04-10,NAA8,1930774522.0,1,25,-7,2020-04-18,Bucket1
34557,U001,0200769623,WAL-MAR ,2020.0,1930772106.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,22515.11,2020-04-10,NAH4,1930772106.0,1,25,-3,2020-04-22,Bucket1
44624,U001,0200727524,BATTA corp,2020.0,1930741041.0,2020-04-10,2020-04-03,2020-04-10,2020-04-25,USD,RV,1.0,22919.94,2020-04-10,NAA8,1930741041.0,1,25,-3,2020-04-22,Bucket1
33906,U001,0200762301,C&S WH foundation,2020.0,1930766906.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,20445.58,2020-04-10,NAC6,1930766906.0,1,25,-3,2020-04-22,Bucket1
37778,U001,0200739534,OK us,2020.0,1930776523.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,79573.6,2020-04-10,NAA8,1930776523.0,1,25,-4,2020-04-21,Bucket1
13740,U001,0200744019,TARG llc,2020.0,1930773272.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,7753.24,2020-04-10,NAA8,1930773272.0,1,25,-2,2020-04-23,Bucket1
4633,U001,0200148860,DOLLA llc,2020.0,1930773381.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,4358.56,2020-04-10,NAA8,1930773381.0,1,25,-1,2020-04-24,Bucket1
46770,U001,0200762301,C&S WH corp,2020.0,1930773167.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,39902.72,2020-04-10,NAC6,1930773167.0,1,25,-6,2020-04-19,Bucket1
30721,U001,0200126819,MCLANE systems,2020.0,1930762350.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,343.8,2020-04-10,NAA8,1930762350.0,1,25,-4,2020-04-21,Bucket1
2326,U001,0200762301,C&S WH systems,2020.0,1930773914.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,99964.13,2020-04-10,NAC6,1930773914.0,1,25,-5,2020-04-20,Bucket1
3680,U001,0200706844,WINC ,2020.0,1930768602.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,16573.96,2020-04-10,NAA8,1930768602.0,1,25,-2,2020-04-23,Bucket1
4756,U001,0200769623,WAL-MAR us,2020.0,1930773517.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,17281.07,2020-04-10,NAH4,1930773517.0,1,25,-2,2020-04-23,Bucket1
47511,U001,0200803720,DEC corporation,2020.0,1930773150.0,2020-04-10,2020-04-10,2020-04-10,2020-04-24,USD,RV,1.0,141.0,2020-04-01,NAM4,1930773150.0,1,24,-6,2020-04-18,Bucket1
3440,U001,0200769623,WAL-MAR llc,2020.0,1930777802.0,2020-04-10,2020-04-11,2020-04-10,2020-04-25,USD,RV,1.0,53053.62,2020-04-10,NAH4,1930777802.0,1,25,-6,2020-04-19,Bucket1
37576,U001,0200803720,DEC in,2020.0,1930773137.0,2020-04-10,2020-04-10,2020-04-10,2020-04-24,USD,RV,1.0,12408.78,2020-04-01,NAM4,1930773137.0,1,24,-2,2020-04-22,Bucket1
25684,U001,0200772595,SAFEW in,2020.0,1930769206.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,51284.02,2020-04-10,NAA8,1930769206.0,1,25,-6,2020-04-19,Bucket1
25614,U001,0200739006,AL associates,2020.0,1930768178.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,4289.55,2020-04-10,NAA8,1930768178.0,1,25,-1,2020-04-24,Bucket1
25415,U001,0200762301,C&S WH trust,2020.0,1930769400.0,2020-04-10,2020-04-09,2020-04-10,2020-06-14,USD,RV,1.0,11771.31,2020-04-10,NAGD,1930769400.0,1,14,3,2020-06-17,Bucket2
48106,U001,0200772670,ASSOCIAT foundation,2020.0,1930776703.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,13662.6,2020-04-10,NAU5,1930776703.0,1,25,-2,2020-04-23,Bucket1
20287,U001,0200508557,FOODL corp,2020.0,1930738991.0,2020-04-10,2020-04-03,2020-04-10,2020-04-25,USD,RV,1.0,1077.25,2020-04-10,NAA8,1930738991.0,1,25,-4,2020-04-21,Bucket1
48187,CA02,0140104409,LOB associates,2020.0,2960627157.0,2020-04-10,2020-04-10,2020-04-10,2020-04-23,CAD,RV,1.0,49980.99,2020-04-13,CA10,2960627157.0,1,23,1,2020-04-24,Bucket2
6740,U013,0140103335,PARAM trust,2020.0,1991842107.0,2020-04-10,2020-04-06,2020-04-10,2020-05-10,USD,RV,1.0,6515.62,2020-04-10,NAVE,1991842107.0,1,10,11,2020-05-21,Bucket3
37631,U001,0200772670,ASSOCIAT corp,2020.0,1930774006.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,74527.81,2020-04-10,NAU5,1930774006.0,1,25,-5,2020-04-20,Bucket1
28363,U001,0200769623,WAL-MAR associates,2020.0,1930762194.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,20074.65,2020-04-10,NAH4,1930762194.0,1,25,-3,2020-04-22,Bucket1
6110,U001,0200769623,WAL-MAR associates,2020.0,1930773050.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,10782.21,2020-04-10,NAH4,1930773050.0,1,25,-2,2020-04-23,Bucket1
3023,U001,0200762301,C&S WH us,2020.0,1930772414.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,88242.42,2020-04-10,NAC6,1930772414.0,1,25,-5,2020-04-20,Bucket1
34396,U001,0200762301,C&S WH us,2020.0,1930769631.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,101687.15,2020-04-10,NAC6,1930769631.0,1,25,-5,2020-04-20,Bucket1
16725,U001,0200229974,DARDEN D us,2020.0,1930772714.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,14404.24,2020-04-10,NAA8,1930772714.0,1,25,-2,2020-04-23,Bucket1
37665,U001,0200418007,AM co,2020.0,1930772541.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,3993.1,2020-04-10,NAA8,1930772541.0,1,25,-1,2020-04-24,Bucket1
6129,U001,200803720,DEC foundation,2020.0,1930772846.0,2020-04-10,2020-04-10,2020-04-10,2020-04-08,USD,RV,1.0,42941.65,2020-04-01,NAM1,1930772846.0,1,8,3,2020-04-11,Bucket2
13432,U001,0200705742,DOT llc,2020.0,1930774861.0,2020-04-10,2020-04-10,2020-04-10,2020-05-14,USD,RV,1.0,5402.65,2020-04-10,NAAW,1930774861.0,1,14,1,2020-05-15,Bucket2
36494,U001,0200769623,WAL-MAR llc,2020.0,1930769357.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,459.02,2020-04-10,NAH4,1930769357.0,1,25,-4,2020-04-21,Bucket1
29371,U001,0200148860,DOLLA llc,2020.0,1930773379.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,24464.38,2020-04-10,NAA8,1930773379.0,1,25,-3,2020-04-22,Bucket1
9404,U001,0200726979,BJ'S  llc,2020.0,1930773889.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,1038.2,2020-04-10,NAA8,1930773889.0,1,25,-4,2020-04-21,Bucket1
20577,CA02,0140104225,SAVE-ON- us,2020.0,2960627753.0,2020-04-10,2020-04-10,2020-04-10,2020-04-30,CAD,RV,1.0,224830.52,2020-04-20,CA10,2960627753.0,1,30,-7,2020-04-23,Bucket1
33061,U001,0200772670,ASSOCIAT llc,2020.0,1930777596.0,2020-04-10,2020-04-11,2020-04-10,2020-04-25,USD,RV,1.0,58293.7,2020-04-10,NAU5,1930777596.0,1,25,-5,2020-04-20,Bucket1
1815,U001,0200803720,DEC co,2020.0,1930772470.0,2020-04-10,2020-04-10,2020-04-10,2020-04-24,USD,RV,1.0,2407.53,2020-04-01,NAM4,1930772470.0,1,24,-2,2020-04-22,Bucket1
12511,U001,0200762301,C&S WH ,2020.0,1930773930.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,105658.69,2020-04-10,NAC6,1930773930.0,1,25,-5,2020-04-20,Bucket1
15252,U001,0200769623,WAL-MAR in,2020.0,1930769677.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,38894.18,2020-04-10,NAH4,1930769677.0,1,25,-5,2020-04-20,Bucket1
15366,U001,0200769623,WAL-MAR corporation,2020.0,1930768379.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,61510.62,2020-04-10,NAH4,1930768379.0,1,25,-5,2020-04-20,Bucket1
38734,U001,0200744019,TARG llc,2020.0,1930768096.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,13933.88,2020-04-10,NAA8,1930768096.0,1,25,-2,2020-04-23,Bucket1
32866,U001,0200152991,JET ,2020.0,1930769309.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,3661.2,2020-04-10,NAA8,1930769309.0,1,25,-1,2020-04-24,Bucket1
31086,U001,0200780383,MEIJ foundation,2020.0,1930772645.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,64568.17,2020-04-10,NAA8,1930772645.0,1,25,-5,2020-04-20,Bucket1
22624,U001,0200769623,WAL-MAR trust,2020.0,1930773606.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,20050.72,2020-04-10,NAH4,1930773606.0,1,25,-3,2020-04-22,Bucket1
22951,U001,0200769623,WAL-MAR ,2020.0,1930768010.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,3742.19,2020-04-10,NAH4,1930768010.0,1,25,-1,2020-04-24,Bucket1
4233,U001,0200794332,COST in,2020.0,1930769668.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,8793.09,2020-04-10,NAAX,1930769668.0,1,25,-2,2020-04-23,Bucket1
38378,U001,0200803720,DEC llc,2020.0,1930773157.0,2020-04-10,2020-04-10,2020-04-10,2020-04-24,USD,RV,1.0,1230.68,2020-04-01,NAM4,1930773157.0,1,24,-3,2020-04-21,Bucket1
7301,U001,0200749782,KROG in,2020.0,1930767580.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,54970.67,2020-04-10,NAA8,1930767580.0,1,25,-6,2020-04-19,Bucket1
26269,U001,0200778870,C co,2020.0,1930773701.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,94083.54,2020-04-10,NAA8,1930773701.0,1,25,-5,2020-04-20,Bucket1
5807,U001,0200803720,DEC foundation,2020.0,1930773015.0,2020-04-10,2020-04-10,2020-04-10,2020-04-24,USD,RV,1.0,351.72,2020-04-01,NAM4,1930773015.0,1,24,-4,2020-04-20,Bucket1
47008,U001,0200416837,DEC co,2020.0,1930772478.0,2020-04-10,2020-04-10,2020-04-10,2020-04-11,USD,RV,1.0,6195.83,2020-04-01,NAM2,1930772478.0,1,11,2,2020-04-13,Bucket2
38392,U001,0200418007,AM co,2020.0,1930746982.0,2020-04-10,2020-04-04,2020-04-10,2020-04-25,USD,RV,1.0,4884.13,2020-04-10,NAA8,1930746982.0,1,25,-1,2020-04-24,Bucket1
26274,U001,0200704045,RA in,2020.0,1930764181.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,13553.72,2020-04-10,NAA8,1930764181.0,1,25,-2,2020-04-23,Bucket1
12921,U001,0200555117,BURR foundation,2020.0,1930759476.0,2020-04-10,2020-04-07,2020-04-10,2020-04-25,USD,RV,1.0,24805.76,2020-04-10,NAA8,1930759476.0,1,25,-3,2020-04-22,Bucket1
1896,U001,0200712105,WALG associates,2020.0,1930775715.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,15291.93,2020-04-10,NAA8,1930775715.0,1,25,-4,2020-04-21,Bucket1
35719,U001,0200761734,H E BUT associates,2020.0,1930754230.0,2020-04-10,2020-04-06,2020-04-10,2020-04-25,USD,RV,1.0,55164.53,2020-04-10,NAA8,1930754230.0,1,25,-6,2020-04-19,Bucket1
29179,U001,0200781803,JRD us,2020.0,1930768391.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,15149.88,2020-04-10,NAA8,1930768391.0,1,25,-3,2020-04-22,Bucket1
43309,U001,0100001196,DOLLAR foundation,2020.0,1930768485.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,48586.39,2020-04-10,NAA8,1930768485.0,1,25,-6,2020-04-19,Bucket1
32843,U013,100011958,IND us,2020.0,1991841651.0,2020-04-10,2020-04-08,2020-04-10,2020-05-25,USD,RV,1.0,19857.55,2020-04-10,NAVF,1991841651.0,1,25,-6,2020-05-19,Bucket1
29855,U001,0200743996,STATER  foundation,2020.0,1930769634.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,95666.25,2020-04-10,NAA8,1930769634.0,1,25,-5,2020-04-20,Bucket1
224,U001,0200744019,TARG trust,2020.0,1930768093.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,29684.74,2020-04-10,NAA8,1930768093.0,1,25,-5,2020-04-20,Bucket1
49707,U001,0200803720,DEC corporation,2020.0,1930773025.0,2020-04-10,2020-04-10,2020-04-10,2020-04-08,USD,RV,1.0,23299.26,2020-04-01,NAM1,1930773025.0,1,8,4,2020-04-12,Bucket2
20646,U001,0200048886,SHERWO associates,2020.0,1930768539.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,81140.31,2020-04-10,NAA8,1930768539.0,1,25,-5,2020-04-20,Bucket1
12477,U001,0200762301,C&S WH llc,2020.0,1930770854.0,2020-04-10,2020-04-09,2020-04-10,2020-06-14,USD,RV,1.0,51248.74,2020-04-10,NAGD,1930770854.0,1,14,2,2020-06-16,Bucket2
10174,U001,0200707822,PUBLI corp,2020.0,1930772663.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,89353.4,2020-04-10,NAA8,1930772663.0,1,25,-5,2020-04-20,Bucket1
29143,U001,0200803720,DEC us,2020.0,1930772464.0,2020-04-10,2020-04-10,2020-04-10,2020-04-24,USD,RV,1.0,113.4,2020-04-01,NAM4,1930772464.0,1,24,-7,2020-04-17,Bucket1
44149,U001,0200792293,UNIFIE us,2020.0,1930775553.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,18655.57,2020-04-10,NAA8,1930775553.0,1,25,-2,2020-04-23,Bucket1
3824,U001,0200769623,WAL-MAR foundation,2020.0,1930764478.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,15391.12,2020-04-10,NAH4,1930764478.0,1,25,-3,2020-04-22,Bucket1
3832,U001,0200744019,TARG systems,2020.0,1930762779.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,411.6,2020-04-10,NAA8,1930762779.0,1,25,-4,2020-04-21,Bucket1
10487,U001,0200794332,COST systems,2020.0,1930776608.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,53481.33,2020-04-10,NAAX,1930776608.0,1,25,-6,2020-04-19,Bucket1
5040,CA02,0140104440,SO us,2020.0,2960627093.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,CAD,RV,1.0,85484.7,2020-04-15,CA10,2960627093.0,1,25,-2,2020-04-23,Bucket1
22537,U001,0200795490,HY -  co,2020.0,1930743087.0,2020-04-10,2020-04-03,2020-04-10,2020-04-25,USD,RV,1.0,18553.85,2020-04-10,NAA8,1930743087.0,1,25,-2,2020-04-23,Bucket1
29385,U001,0200741831,SUPE trust,2020.0,1930763481.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,99855.97,2020-04-10,NAA8,1930763481.0,1,25,-5,2020-04-20,Bucket1
10463,U001,0200418007,AM corporation,2020.0,1930772142.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,6220.8,2020-04-10,NAA8,1930772142.0,1,25,-5,2020-04-20,Bucket1
49196,U001,0200418007,AM co,2020.0,1930772140.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,29403.27,2020-04-10,NAA8,1930772140.0,1,25,-5,2020-04-20,Bucket1
29389,U001,0200803720,DEC corp,2020.0,1930769299.0,2020-04-10,2020-04-10,2020-04-10,2020-04-24,USD,RV,1.0,730.02,2020-04-01,NAM4,1930769299.0,1,24,-3,2020-04-21,Bucket1
39157,U001,0200759878,SA us,2020.0,1930763226.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,52605.47,2020-04-10,NAH4,1930763226.0,1,25,-6,2020-04-19,Bucket1
2619,U001,0200769623,WAL-MAR us,2020.0,1930768556.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,46779.16,2020-04-10,NAH4,1930768556.0,1,25,-5,2020-04-20,Bucket1
24957,U001,0200793568,SUPE llc,2020.0,1930773983.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,21567.46,2020-04-10,NAA8,1930773983.0,1,25,-3,2020-04-22,Bucket1
18822,U001,0200762301,C&S WH us,2020.0,1930769673.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,2004.91,2020-04-10,NAC6,1930769673.0,1,25,-2,2020-04-23,Bucket1
42118,U001,0200762301,C&S WH corp,2020.0,1930773626.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,409.18,2020-04-10,NAC6,1930773626.0,1,25,-4,2020-04-21,Bucket1
2638,U001,0200769623,WAL-MAR co,2020.0,1930772105.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,15355.89,2020-04-10,NAH4,1930772105.0,1,25,-3,2020-04-22,Bucket1
10453,U001,0200772595,SAFEW foundation,2020.0,1930774030.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,16055.38,2020-04-10,NAA8,1930774030.0,1,25,-3,2020-04-22,Bucket1
35331,CA02,0140104249,SOB systems,2020.0,2960627367.0,2020-04-10,2020-04-10,2020-04-10,2020-04-29,CAD,RV,1.0,40247.02,2020-04-19,CA10,2960627367.0,1,29,-10,2020-04-19,Bucket1
46915,U001,0200803720,DEC corp,2020.0,1930765355.0,2020-04-10,2020-04-10,2020-04-10,2020-04-08,USD,RV,1.0,14554.65,2020-04-01,NAM1,1930765355.0,1,8,5,2020-04-13,Bucket2
5188,U001,0200759878,SA corp,2020.0,1930772274.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,17844.74,2020-04-10,NAH4,1930772274.0,1,25,-2,2020-04-23,Bucket1
15124,U001,0200772670,ASSOCIAT ,2020.0,1930774220.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,61940.59,2020-04-10,NAU5,1930774220.0,1,25,-8,2020-04-17,Bucket1
13034,CA02,0140104409,LOB corp,2020.0,2960627633.0,2020-04-10,2020-04-10,2020-04-10,2020-04-22,CAD,RV,1.0,292958.52,2020-04-12,CA10,2960627633.0,1,22,0,2020-04-22,Bucket2
29457,U001,0200795490,HY -  associates,2020.0,1930773372.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,27218.23,2020-04-10,NAA8,1930773372.0,1,25,-5,2020-04-20,Bucket1
36131,U001,0100031704,DELHAIZE co,2020.0,1930775860.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,89858.84,2020-04-10,NAA8,1930775860.0,1,25,-5,2020-04-20,Bucket1
32017,U001,0200803720,DEC in,2020.0,1930765392.0,2020-04-10,2020-04-10,2020-04-10,2020-04-11,USD,RV,1.0,11554.36,2020-04-01,NAM2,1930765392.0,1,11,1,2020-04-12,Bucket2
23021,U001,0200769623,WAL-MAR llc,2020.0,1930773414.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,2321.7,2020-04-10,NAH4,1930773414.0,1,25,-3,2020-04-22,Bucket1
13684,U001,0200744019,TARG co,2020.0,1930773847.0,2020-04-11,2020-04-10,2020-04-11,2020-04-26,USD,RV,1.0,8534.27,2020-04-11,NAA8,1930773847.0,1,26,-1,2020-04-25,Bucket1
43375,U001,0200749225,SUPER  associates,2020.0,1930777013.0,2020-04-11,2020-04-10,2020-04-11,2020-04-26,USD,RV,1.0,44438.63,2020-04-11,NAA8,1930777013.0,1,26,-6,2020-04-20,Bucket1
30821,U001,0200762301,C&S WH llc,2020.0,1930772598.0,2020-04-11,2020-04-10,2020-04-11,2020-06-15,USD,RV,1.0,767.69,2020-04-11,NAGD,1930772598.0,1,15,6,2020-06-21,Bucket2
31502,U001,0200762301,C&S WH us,2020.0,1930775794.0,2020-04-11,2020-04-11,2020-04-11,2020-04-26,USD,RV,1.0,28199.62,2020-04-11,NAC6,1930775794.0,1,26,-6,2020-04-20,Bucket1
941,CA02,0140104423,METRO  us,2020.0,2960627760.0,2020-04-11,2020-04-11,2020-04-11,2020-04-24,CAD,RV,1.0,141530.83,2020-04-14,CA10,2960627760.0,1,24,-2,2020-04-22,Bucket1
